carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1.2,Very Good,E,VS2,60.7,59.0,6.79,6.86,4.14,8133.702324044257
1.01,Ideal,E,VS2,62.5,54.0,6.39,6.42,4.0,6162.252894803217
0.32,Ideal,G,SI2,62.2,53.0,4.4,4.44,2.75,454.1488714328646
0.5,Premium,E,VS2,60.5,60.0,5.09,5.13,3.09,1607.01842698686
1.23,Good,D,I1,63.7,58.0,6.79,6.72,4.3,4384.523008394613
1.8,Premium,I,SI2,61.8,59.0,7.9,7.8,4.85,9467.911587122686
1.51,Ideal,H,VS2,62.5,56.0,7.37,7.33,4.57,10835.81954616863
0.54,Ideal,H,VS1,61.6,59.0,5.22,5.24,3.22,1740.0685084253073
0.3,Ideal,G,VVS2,62.7,57.0,4.32,4.26,2.69,679.3998417787805
1.68,Ideal,G,VS2,62.5,54.0,7.61,7.64,4.76,14357.560720211892
0.77,Ideal,D,VS2,61.3,56.0,5.87,5.9,3.61,3862.2776561982523
1.1,Premium,F,SI1,59.5,59.0,6.7,6.77,4.01,5885.646889082804
0.76,Very Good,G,VS2,61.1,57.0,5.84,5.95,3.6,3077.3693207229867
1.02,Very Good,I,SI2,62.8,56.0,6.42,6.38,4.02,3162.8962963924287
1.25,Ideal,F,VVS1,62.2,56.0,6.89,6.93,4.3,11442.721561931574
0.33,Premium,I,VS1,61.1,59.0,4.44,4.47,2.72,603.2171449277498
0.5,Ideal,H,SI1,62.2,53.0,5.06,5.14,3.17,1180.3513387984246
0.28,Very Good,F,VVS2,61.6,56.0,4.2,4.23,2.59,606.5049850402817
0.31,Very Good,H,VVS2,62.6,56.0,4.33,4.36,2.72,636.7536182961311
0.51,Premium,D,VS2,61.9,62.0,5.12,5.09,3.16,1735.3318341566219
1.55,Ideal,E,VVS2,62.5,55.0,7.38,7.4,4.62,16757.794272164352
0.43,Ideal,G,SI1,62.6,56.0,4.79,4.82,3.01,960.2045619603269
0.77,Very Good,H,VS1,62.2,57.0,5.81,5.86,3.63,3236.002154900914
0.9,Good,F,SI2,64.2,62.0,6.0,6.08,3.88,3085.805963682622
1.71,Ideal,J,VS1,62.1,55.0,7.73,7.65,4.78,11258.930057056914
1.0,Good,D,SI1,57.6,62.0,6.62,6.5,3.78,5071.178940334047
0.52,Very Good,E,SI1,62.8,57.0,5.09,5.13,3.21,1463.8401154644523
0.31,Ideal,H,VS2,61.9,55.0,4.38,4.35,2.7,550.6195812821986
0.33,Premium,G,VS2,61.3,59.0,4.46,4.44,2.73,656.3763981613893
1.51,Fair,E,VS2,65.0,58.0,7.06,7.12,4.61,11245.78346776978
0.82,Ideal,H,VS1,61.5,56.0,6.0,6.04,3.7,3826.479581249484
1.04,Good,J,SI1,64.2,58.0,6.42,6.34,4.1,3157.7567642517133
1.5,Premium,E,VS2,61.8,59.0,7.38,7.31,4.54,12694.278290557531
2.02,Very Good,H,VS2,62.7,58.0,7.96,8.01,5.01,17848.62164544124
0.52,Ideal,G,VS1,61.2,56.0,5.19,5.23,3.19,1758.5371268816561
0.34,Good,E,SI1,63.5,55.0,4.44,4.47,2.83,633.2871249976622
1.04,Ideal,G,VS2,61.9,54.0,6.53,6.56,4.05,5825.843861678459
1.54,Premium,I,SI1,61.8,57.0,7.43,7.37,4.57,8581.210023606976
0.7,Fair,J,VS2,64.6,58.0,5.58,5.56,3.6,1611.7284969182442
1.52,Good,J,SI1,63.6,60.0,7.25,7.21,4.6,6452.13591278557
1.1,Premium,E,SI2,60.7,58.0,6.77,6.65,4.07,5088.269259133946
0.4,Premium,E,SI2,60.5,59.0,4.74,4.78,2.88,757.4466976905717
0.71,Good,E,SI2,58.8,63.0,5.75,5.88,3.42,2094.0950957859686
0.31,Ideal,E,VS2,61.6,57.0,4.38,4.35,2.69,666.7525568820793
0.37,Premium,E,VS2,63.0,58.0,4.58,4.53,2.87,908.7556383598132
1.01,Very Good,E,VS2,60.4,58.0,6.47,6.6,3.95,5885.048758104255
0.57,Very Good,I,SI1,61.1,61.0,5.34,5.37,3.27,1285.126482119369
0.4,Good,E,SI1,63.3,56.0,4.68,4.74,2.98,859.8494923774731
0.36,Ideal,E,VS2,62.1,55.0,4.54,4.58,2.83,883.6654296059758
0.3,Premium,E,IF,61.9,58.0,4.3,4.26,2.65,855.304264586739
1.01,Ideal,F,SI2,60.5,57.0,6.49,6.53,3.94,4209.432363976448
1.5,Ideal,H,SI1,61.3,57.0,7.38,7.4,4.53,9335.452609873586
0.57,Very Good,F,VS1,63.2,56.0,5.27,5.31,3.34,2113.4520914935924
0.9,Very Good,H,SI1,58.7,59.0,6.3,6.35,3.71,3414.015416346414
0.51,Ideal,H,VVS2,60.1,57.0,5.19,5.22,3.12,1711.0532229159844
0.27,Very Good,E,VVS2,61.7,58.0,4.12,4.15,2.55,595.0368778594044
0.7,Very Good,G,SI1,63.6,58.0,5.61,5.65,3.58,2286.0061324846165
1.75,Good,I,VS1,58.3,59.0,7.92,7.97,4.63,13139.748402135987
1.0,Fair,E,SI1,57.4,62.0,6.54,6.59,3.77,4557.219328219439
0.5,Very Good,F,VS2,63.0,58.0,5.05,5.08,3.19,1482.8881271961761
1.51,Ideal,F,VS2,62.4,53.0,7.37,7.32,4.58,12501.019192841239
1.2,Good,G,VS2,65.2,56.0,6.61,6.67,4.33,6960.826395192224
0.4,Very Good,F,VS1,61.2,58.0,4.74,4.86,2.94,1087.3890045449018
0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54,2916.1180704969374
0.43,Ideal,G,VS1,61.3,57.0,4.88,4.85,2.98,1228.814386175217
0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,632.9322395388767
0.43,Very Good,F,VS1,62.2,61.0,4.75,4.83,2.98,1242.3729218458582
0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,1242.041692623421
0.76,Very Good,I,SI1,62.0,56.0,5.81,5.84,3.61,2210.606345110538
0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,2001.555570910437
0.42,Premium,D,VVS2,59.6,59.0,4.9,4.96,2.94,1469.8928815682493
0.52,Very Good,E,SI1,59.3,59.0,5.26,5.3,3.13,1470.8898255903368
0.31,Ideal,G,VS1,62.3,54.0,4.35,4.38,2.72,663.5006910684993
0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,2836.599631030928
0.72,Premium,G,SI1,60.8,58.0,5.8,5.74,3.51,2487.0826135990496
0.25,Very Good,E,VVS1,62.9,59.0,3.99,4.02,2.52,552.9718359681215
0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19,1800.7860877720318
1.51,Premium,I,VS1,60.0,58.0,7.51,7.45,4.49,10591.525922362118
0.45,Ideal,I,VS1,61.9,54.0,4.95,4.97,3.07,1105.460351288568
1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67,16934.959756937602
0.71,Ideal,E,VS1,62.3,56.0,5.66,5.7,3.54,3529.955324528157
0.59,Ideal,F,VS2,60.2,57.0,5.48,5.44,3.29,2134.3421326649623
1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16,6199.886607759911
0.47,Ideal,E,VS1,61.5,55.0,5.01,5.04,3.09,1626.3353366525419
0.33,Premium,G,VS2,62.6,58.0,4.4,4.36,2.74,655.2995384744286
2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,20109.91012676458
0.3,Good,H,SI1,63.7,56.0,4.2,4.22,2.68,412.67869428813725
1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95,4082.7661365404565
1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57,10608.842891740022
1.0,Premium,G,SI2,62.7,59.0,6.36,6.3,3.97,3787.1602222518713
1.5,Very Good,H,VS1,60.7,58.0,7.35,7.42,4.48,11379.445907409994
0.54,Ideal,G,IF,61.2,57.0,5.26,5.28,3.22,2364.414854895633
0.41,Ideal,F,VVS2,61.4,56.0,4.81,4.76,2.94,1304.5810850532207
1.51,Very Good,I,VS1,63.1,53.0,7.34,7.25,4.6,10284.092890897966
0.51,Ideal,E,SI1,61.7,55.0,5.13,5.17,3.18,1484.0220175553634
1.02,Premium,E,SI1,61.4,58.0,6.48,6.45,3.97,5355.515977490083
0.31,Good,I,VS1,63.9,55.0,4.28,4.3,2.74,501.3913879361705
0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93,1338.2257988253361
2.0,Premium,J,VS1,63.0,58.0,8.04,7.99,5.05,14768.81701784252
0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62,2798.4255241016363
0.51,Good,E,VS2,63.1,59.0,5.04,5.07,3.19,1557.9511017306822
0.3,Ideal,G,VVS1,61.7,55.0,4.34,4.32,2.67,733.3903044522956
0.33,Very Good,G,VS1,62.8,58.0,4.38,4.41,2.76,709.8283788603521
0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59,3622.4389801329094
0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,1077.4210581845232
0.53,Premium,G,SI1,61.0,59.0,5.25,5.21,3.19,1395.8510323767941
0.42,Ideal,G,SI1,62.2,53.0,4.8,4.84,3.0,920.4937353448271
0.35,Very Good,I,VS2,61.7,57.0,4.52,4.56,2.8,589.4313835242654
0.5,Premium,G,VS1,62.5,60.0,5.08,5.06,3.17,1593.572332098367
1.01,Very Good,E,SI1,61.0,56.0,6.47,6.54,3.97,5126.117259916608
0.31,Very Good,D,SI1,60.0,61.0,4.41,4.43,2.65,578.4596461736459
0.34,Ideal,E,VVS1,62.2,56.0,4.45,4.49,2.78,1037.1896232879794
0.43,Ideal,D,SI1,62.5,55.0,4.83,4.8,3.01,1121.7433634365038
0.3,Ideal,E,VVS2,62.3,56.0,4.3,4.34,2.69,760.9080881383738
1.26,Ideal,H,SI1,61.9,57.0,6.88,6.93,4.27,6716.597614321661
0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74,738.1749373287121
1.01,Premium,G,SI2,62.4,58.0,6.38,6.41,3.99,3862.3325343649103
0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77,916.5415451083347
0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,4326.843860286293
1.01,Very Good,F,VS2,63.8,55.0,6.31,6.38,4.05,5572.7894540740435
0.5,Good,D,VVS2,62.4,64.0,5.03,5.06,3.14,1900.7274814195152
0.73,Ideal,D,SI1,62.4,53.0,5.82,5.79,3.62,3041.9077711673517
0.42,Ideal,I,VVS1,62.7,55.0,4.8,4.77,3.0,1138.8390447096183
1.01,Very Good,D,VVS2,63.0,56.0,6.35,6.41,4.02,7435.676352134315
0.59,Very Good,F,IF,59.9,63.0,5.44,5.47,3.27,2831.9791274583495
0.27,Very Good,D,VS2,63.0,57.0,4.06,4.1,2.57,510.38659581791904
1.04,Very Good,D,SI2,63.1,58.0,6.39,6.33,4.01,4633.669092294957
0.75,Premium,E,SI2,63.0,58.0,5.78,5.71,3.62,2464.897713713854
0.61,Good,F,SI2,62.5,65.0,5.36,5.29,3.33,1485.8277641414338
0.9,Good,F,SI1,61.3,60.0,6.13,6.18,3.77,3768.7811373940635
0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64,457.37088616092063
1.01,Fair,D,SI2,64.7,57.0,6.31,6.27,4.07,3950.7168621174596
1.01,Ideal,I,SI1,60.3,58.0,6.5,6.56,3.94,3967.4646173161523
1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03,4727.561007843226
0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,545.685220930008
0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96,805.1578243497003
1.01,Premium,H,VVS1,60.5,57.0,6.55,6.48,3.94,6528.051197493099
0.71,Good,E,SI1,63.1,59.0,5.62,5.75,3.59,2530.211428760343
0.35,Ideal,G,VVS2,61.0,57.0,4.58,4.54,2.78,910.663999325538
0.47,Ideal,J,SI1,60.6,54.0,5.04,5.0,3.09,776.7728447631765
0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,539.6811388480502
0.71,Ideal,H,VS1,61.8,55.0,5.72,5.77,3.55,2917.521987879391
0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2,1502.934501025184
0.39,Premium,J,VVS1,61.8,56.0,4.71,4.64,2.89,801.596850044887
0.31,Ideal,H,VS1,62.1,54.0,4.3,4.37,2.69,612.9217491409838
0.3,Ideal,G,VVS2,60.9,57.0,4.35,4.32,2.64,681.3696326838556
2.01,Fair,I,SI2,66.5,61.0,7.81,7.75,5.17,10159.654466718077
0.41,Very Good,I,SI1,63.3,60.0,4.71,4.64,2.96,688.9634370510405
1.22,Premium,E,VS2,62.2,55.0,6.91,6.85,4.28,8613.43532609567
2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15,21923.81671040304
2.0,Very Good,J,SI1,62.2,59.0,7.92,7.97,4.94,11262.992863856769
0.39,Ideal,E,VVS1,62.1,54.0,4.67,4.7,2.91,1344.3877665152136
0.91,Ideal,G,SI2,61.0,57.0,6.25,6.28,3.82,3249.3564970477505
1.01,Good,H,SI1,60.3,64.0,6.5,6.53,3.93,4065.1545533861567
1.09,Premium,D,SI2,61.2,60.0,6.6,6.64,4.05,5210.661858454422
0.53,Ideal,D,VS2,60.2,57.0,5.24,5.26,3.16,1914.301384506914
1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,6377.557771300076
0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,2356.311500047038
0.59,Ideal,D,VS2,60.9,57.0,5.42,5.48,3.32,2339.936174229963
0.33,Premium,E,SI1,59.1,58.0,4.56,4.51,2.68,642.2790489229351
0.9,Very Good,I,SI1,61.8,56.0,6.19,6.24,3.84,3040.1956209541017
1.02,Good,D,VS1,64.6,58.0,6.22,6.28,4.04,6660.682069530925
0.72,Fair,F,SI1,64.8,55.0,5.64,5.6,3.64,2313.6213870077045
0.52,Ideal,E,VS2,61.0,57.0,5.21,5.19,3.17,1767.4147018388105
0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73,683.1724827873053
0.25,Very Good,F,VVS1,61.1,57.0,4.05,4.08,2.48,527.7555118138671
0.72,Very Good,G,IF,63.3,54.0,5.64,5.73,3.6,3867.678976784037
1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,5470.539322771797
1.01,Premium,I,SI1,62.8,58.0,6.4,6.34,4.0,3870.2151213582683
0.72,Ideal,I,VVS1,61.3,57.0,5.74,5.77,3.53,3146.0238649836037
1.54,Ideal,I,VS2,60.2,59.0,7.52,7.57,4.54,10075.043434716523
0.9,Fair,E,SI2,65.8,59.0,6.03,5.98,3.95,3039.1008959406586
1.0,Good,F,VS2,64.0,59.0,6.29,6.25,4.03,5255.472501348596
0.39,Very Good,E,SI2,59.1,56.0,4.76,4.82,2.83,705.6911224332504
0.5,Ideal,F,VVS2,62.2,54.0,5.09,5.11,3.17,1894.9253011235853
1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,9664.048882118752
0.31,Very Good,D,VVS2,60.5,56.0,4.38,4.41,2.66,807.750088780551
1.06,Premium,H,SI1,61.0,58.0,6.61,6.57,4.02,4755.876381823462
0.31,Good,D,SI2,63.7,55.0,4.35,4.32,2.76,457.080020165576
2.01,Premium,I,VS2,60.3,62.0,8.13,8.08,4.89,16269.831200397033
0.3,Very Good,G,SI1,62.8,56.0,4.28,4.32,2.7,464.72857483966004
0.3,Very Good,I,VVS2,60.1,63.0,4.28,4.31,2.58,535.6239676682397
1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,3118.8166298011656
0.34,Ideal,G,SI1,61.2,57.0,4.53,4.56,2.78,618.1821141675831
0.73,Fair,I,VS1,55.9,66.0,6.11,6.01,3.39,2377.847396011755
0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51,2679.7359392295803
0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7,666.941963192584
1.53,Ideal,E,SI1,62.3,54.2,7.35,7.38,4.59,11735.542446356085
0.25,Very Good,E,VVS2,61.9,59.0,3.99,4.02,2.48,514.3772960571946
0.4,Good,F,SI1,63.6,57.0,4.7,4.67,2.98,816.7824765104199
1.21,Very Good,F,SI1,59.4,56.0,6.95,7.0,4.14,6866.795275240236
1.0,Premium,E,SI2,60.4,60.0,6.49,6.46,3.91,4250.776653736399
1.02,Very Good,F,SI1,62.1,63.0,6.48,6.36,3.99,4941.202912854008
0.71,Good,F,SI2,64.5,55.6,5.58,5.61,3.6,1979.2430715715932
0.41,Very Good,F,VVS2,62.9,54.0,4.7,4.74,2.97,1242.1678869045388
1.5,Premium,E,SI2,62.7,56.0,7.38,7.33,4.61,9102.789418166016
0.9,Very Good,H,VS2,62.1,57.0,6.16,6.23,3.85,3900.806197164771
0.36,Ideal,E,SI1,61.6,56.0,4.56,4.59,2.82,770.0219851923143
1.05,Premium,G,IF,60.6,60.0,6.57,6.59,3.99,8096.274183513882
0.34,Ideal,G,VS2,61.0,57.0,4.48,4.5,2.74,709.8854167958294
1.18,Premium,E,SI2,62.5,60.0,6.74,6.7,4.2,5785.3702626453105
1.03,Premium,D,SI2,61.8,60.0,6.45,6.42,3.98,4679.242137159248
0.32,Ideal,G,VS2,62.4,55.0,4.36,4.39,2.73,632.4698973022555
1.08,Ideal,E,VVS2,61.0,56.0,6.64,6.67,4.06,8504.304994001233
0.73,Ideal,J,SI1,61.8,56.0,5.78,5.81,3.58,1774.485957629147
1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,4.08,4948.742825627099
1.72,Premium,I,VVS2,62.7,58.0,7.6,7.54,4.75,14706.667783628815
1.0,Premium,F,SI1,61.6,61.0,6.37,6.3,3.9,4897.649425182888
0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,3718.802570289719
0.75,Ideal,E,SI1,61.4,56.0,5.83,5.89,3.6,3067.586257254549
0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47,3388.336698297645
1.2,Premium,G,SI2,59.9,59.0,6.92,6.98,4.16,5362.492734781952
0.61,Ideal,F,VVS2,61.8,55.0,5.43,5.47,3.37,2755.8807758587004
0.31,Ideal,E,VS2,61.4,54.0,4.41,4.38,2.7,667.9050152894191
0.52,Very Good,F,VVS2,58.9,60.0,5.23,5.3,3.1,1950.6002660007653
0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39,496.0170599667536
0.3,Very Good,G,VS1,60.2,62.0,4.3,4.31,2.59,594.6933990589666
0.84,Very Good,D,SI1,59.2,59.0,6.18,6.21,3.67,3787.1965545925304
0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,2650.6922567375113
2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93,16985.10640887749
1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95,6357.367166301831
0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,716.1735674650955
1.5,Premium,I,VVS2,60.2,58.0,7.5,7.34,4.47,11412.042232520604
0.52,Ideal,F,IF,60.3,60.0,5.24,5.27,3.17,2342.846302415742
1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,7709.415164694685
0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,415.3173211130264
0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,1558.8993128367415
0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,6424.330289736945
0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,2138.401829900416
2.01,Very Good,H,I1,58.1,63.0,8.3,8.19,4.79,9143.39773270285
0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,3852.161228433708
0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,3549.8465240868427
1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,7840.851572029825
0.46,Very Good,F,SI2,61.5,56.0,4.98,5.01,3.07,911.9410346025262
0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,930.7064188026727
0.93,Premium,H,VS2,60.3,61.0,6.39,6.25,3.81,4266.831381881556
1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23,5991.643231907107
0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,3084.530641883913
0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26,1615.1246907827033
1.02,Very Good,I,VS2,59.3,59.0,6.57,6.62,3.91,4429.653280523078
0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,1027.0280991340785
0.31,Very Good,I,VS2,60.7,61.0,4.32,4.34,2.63,468.96375297128805
0.72,Ideal,G,VS1,61.2,57.0,5.76,5.79,3.53,3243.72451893507
1.71,Very Good,H,VS1,62.0,56.0,7.64,7.68,4.75,14545.930924594943
1.61,Very Good,E,SI1,62.3,57.0,7.43,7.47,4.64,12301.287169523597
0.52,Ideal,G,SI2,61.6,55.0,5.16,5.19,3.19,1132.8956795578072
0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,1891.7154314288696
0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,2291.5050014013295
0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0,1165.7107486866598
1.2,Ideal,H,VS1,61.9,57.0,6.77,6.73,4.18,7828.3592881440645
0.3,Very Good,D,SI1,63.4,54.0,4.31,4.27,2.72,542.5709760500184
0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,855.6448775640533
1.51,Premium,H,SI1,58.0,59.0,7.57,7.54,4.38,9301.303857015851
0.53,Ideal,D,SI1,61.6,56.0,5.2,5.23,3.21,1664.5123076451866
0.54,Ideal,D,SI1,61.5,56.0,5.23,5.25,3.22,1724.413282859364
0.9,Very Good,G,VS2,62.4,61.0,6.13,6.17,3.84,4214.60376740834
1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06,8046.824486654003
1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98,4283.923953961608
1.15,Premium,G,SI2,62.7,58.0,6.71,6.69,4.2,4929.32251827262
0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,3877.544397081739
0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,1886.8660758034534
1.27,Ideal,J,SI2,61.2,56.0,6.99,6.95,4.27,4147.624377546005
0.7,Very Good,G,VS2,63.3,56.0,5.59,5.66,3.56,2627.8930294230863
0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,4634.022055821884
0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,1142.0405490497274
0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95,1274.5403683493698
0.38,Premium,E,VS1,60.7,59.0,4.65,4.7,2.84,1066.9685088491326
1.1,Very Good,D,SI2,61.1,58.0,6.61,6.69,4.06,5166.288619206895
0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,1620.1521633156885
0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,476.17122046903603
1.0,Good,D,IF,63.3,59.0,6.33,6.37,4.02,8052.36303333648
1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87,13953.554710132834
1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,10504.374277279874
2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,10555.153335315385
0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,3023.8778407897544
1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,4705.4473069090045
0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,605.3358121368647
0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,1342.218607087326
1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,4407.233279360078
0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,563.1504044544607
1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8,4538.175818166595
0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52,1790.0811480132884
0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,1069.2033718762766
0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,623.3409049218254
0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,3518.0948526560214
0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,2617.152255316864
0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01,899.1046465915301
0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,858.5881715253367
1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,12933.201141401478
0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,510.5712046341406
0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,4087.4724437936334
0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,1379.408350873807
1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,9529.139623754038
1.03,Premium,E,SI2,62.0,59.0,6.42,6.49,4.0,4484.344021755256
0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,1441.7081190118286
0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,2132.4392986207745
1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81,4549.841780870093
1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,4977.790395649857
1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,6997.594042352317
0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,734.4717726218203
1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,3275.3194385813977
0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,1366.5184105077412
1.0,Premium,E,SI1,61.7,58.0,6.42,6.35,3.94,5157.01836467919
0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,3855.852808152277
1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,6844.5017582443725
1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,10094.3707154868
0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,1489.7258608894304
0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,839.4446795184136
0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,482.45794851813923
0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,606.4908142361261
0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,818.0148753468541
0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,3033.7582599148395
1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,6895.927981780891
0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,768.536285359211
0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,1942.573863056039
1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,10039.695929224972
1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,6660.812449606987
0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,2417.319223080126
1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,13925.307637336642
0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,3799.405670679846
0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,1711.993412584702
0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,3089.9928524673655
2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,21788.008645479327
0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,556.3326447876927
0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,514.535994933632
